Dock,Image,Attractive_VdW,Global_Energy,Repulsive_VdW,ACE,HB
strA_AMP9.pdb,strA_AMP9.JPG,-28.27,-37.91,31.49,0.28,-4.19
strA_AMP10.pdb,strA_AMP10.JPG,-4.82,-20.27,10.99,4.58,-1.07
strA_AMP11.pdb,strA_AMP11.JPG,-22.87,-24.86,11.39,9.41,-7.91
strA_AMP12.pdb,strA_AMP12.JPG,-41.45,-35.23,15.41,5.11,-5.82
strA_AMP13.pdb,strA_AMP13.JPG,-20.14,-24.42,4.13,6.79,-3
strA_AMP14.pdb,strA_AMP14.JPG,-17.39,-20.06,3.56,3.87,-1.5
strA_AMP15.pdb,strA_AMP15.JPG,-2.81,-1.81,0,1,-0.69
strA_AMP16.pdb,strA_AMP16.JPG,-41.1,-29.74,12.38,-0.09,-1.47
strA_AMP17.pdb,strA_AMP17.JPG,-29,-43.77,29.79,4.39,-5.63
strA_AMP18.pdb,strA_AMP18.JPG,-29.52,-32.32,13.34,8.23,-4.86
strA_AMP19.pdb,strA_AMP19.JPG,-29.07,-26.55,8.88,10.68,-1.21
strA_AMP20.pdb,strA_AMP20.JPG,-7.2,-7.47,0.53,5.64,-1.26
strA_AMP21.pdb,strA_AMP21.JPG,-38.61,-25.5,16.04,2.76,-1.7
strA_AMP22.pdb,strA_AMP22.JPG,-21.5,-39.99,16.56,11.26,-4.62
strA_AMP23.pdb,strA_AMP23.JPG,-43.11,-20.33,6.12,-5.08,-0.99
strA_AMP24.pdb,strA_AMP24.JPG,-42.28,-26.57,15.42,-1.58,-1.33
strA_AMP25.pdb,strA_AMP25.JPG,-45.02,-29.39,20.82,-7.23,-3.5
strA_AMP26.pdb,strA_AMP26.JPG,-33.51,-27.81,11.75,-1.09,-3.61
strA_AMP27.pdb,strA_AMP27.JPG,-7.86,-7.86,2.86,3.14,-0.22
strA_AMP28.pdb,strA_AMP28.JPG,-30.18,-27.48,15.61,9.33,-3.79
strA_AMP29.pdb,strA_AMP29.JPG,-27.09,-22.52,18.08,4.9,-3.56
strA_AMP30.pdb,strA_AMP30.JPG,-29.96,-19.92,6.43,-1.68,-1.41
sul1_AMP1.pdb,sul1_AMP1.JPG,-51.48,-28.02,7.75,-10.61,-2.27
sul1_AMP2.pdb,sul1_AMP2.JPG,-24.02,-27.78,38.96,1.45,-1.96
sul1_AMP3.pdb,sul1_AMP3.JPG,-51.46,-30.97,26.93,-11.52,-1.18
sul1_AMP4.pdb,sul1_AMP4.JPG,-22.96,-30.21,13.37,5.2,-1.61
sul1_AMP5.pdb,sul1_AMP5.JPG,-61.36,-32.55,15.59,-2.7,-1.09
sul1_AMP6.pdb,sul1_AMP6.JPG,-45.68,-27.21,25.21,-2.42,-2.84
sul1_AMP7.pdb,sul1_AMP7.JPG,-47.51,-25.59,8.69,-3.98,-0.65
sul1_AMP8.pdb,sul1_AMP8.JPG,-54.26,-27.99,41.59,-18.16,-1.23
sul1_AMP9.pdb,sul1_AMP9.JPG,-47.72,-32.96,18.08,-6.95,-6.44
sul1_AMP10.pdb,sul1_AMP10.JPG,-4.29,-19.02,7.65,11.36,-1.06
sul1_AMP11.pdb,sul1_AMP11.JPG,-17.27,-26.17,14.08,4.42,-2.38
sul1_AMP12.pdb,sul1_AMP12.JPG,-23.47,-20.8,3.14,5.27,-0.81
sul1_AMP13.pdb,sul1_AMP13.JPG,-39.68,-29.71,16.13,5.33,-4.85
sul1_AMP14.pdb,sul1_AMP14.JPG,-23.48,-26.48,8.88,15.5,-3.2
sul1_AMP15.pdb,sul1_AMP15.JPG,-20.63,-22.66,16.78,8.24,-1.91
sul1_AMP16.pdb,sul1_AMP16.JPG,-52.22,-29.46,28.48,-4.96,-1.19
sul1_AMP17.pdb,sul1_AMP17.JPG,4.56,-6.19,7.04,3.13,0
sul1_AMP18.pdb,sul1_AMP18.JPG,-10.22,-24.52,14.93,9.2,-3.64
sul1_AMP19.pdb,sul1_AMP19.JPG,-52.62,-31.55,29.3,-3.65,-1.56
sul1_AMP20.pdb,sul1_AMP20.JPG,-63.56,-28.28,10.9,-5.12,-0.58
sul1_AMP21.pdb,sul1_AMP21.JPG,-49.37,-30.07,4.35,6.99,-0.79
sul1_AMP22.pdb,sul1_AMP22.JPG,-32.76,-28.36,21.32,4.68,-2.66
sul1_AMP23.pdb,sul1_AMP23.JPG,-45.49,-18.95,4.15,2.41,-2.99
sul1_AMP24.pdb,sul1_AMP24.JPG,-31.76,-27.21,21.23,-2.9,-3.12
sul1_AMP25.pdb,sul1_AMP25.JPG,-46.73,-28.27,18.47,-5.03,-0.33
sul1_AMP26.pdb,sul1_AMP26.JPG,-46.25,-34.33,11.14,-9.47,-4.12
sul1_AMP27.pdb,sul1_AMP27.JPG,-12.93,-11.31,5.03,3.82,-2.31
sul1_AMP28.pdb,sul1_AMP28.JPG,-34.68,-25.58,9.1,-1.92,-1.25
sul1_AMP29.pdb,sul1_AMP29.JPG,-24.01,-14.55,5.85,-0.62,-2.87
sul1_AMP30.pdb,sul1_AMP30.JPG,-28.23,-28.07,30.7,-8.26,-1.28
